,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
41569,32773,US-2014-104955,20-03-2014,25-03-2014,Standard Class,CG-12040,Catherine Glotzbach,Home Office,New York City,New York,United States,10024.0,US,East,OFF-LA-10003121,Office Supplies,Labels,Avery 506,28.91,7,0.0,13.2986,1.91,Medium
41571,37391,CA-2014-100111,21-09-2014,27-09-2014,Standard Class,SV-20365,Seth Vernon,Consumer,New York City,New York,United States,10035.0,US,East,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",45.4,4,0.0,12.712,1.91,Medium
41617,32313,CA-2012-108665,06-07-2012,10-07-2012,Standard Class,KM-16225,Kalyca Meade,Corporate,New York City,New York,United States,10011.0,US,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0.0,6.7008,1.9,High
41666,39324,CA-2012-132465,11-09-2012,15-09-2012,Second Class,DM-13525,Don Miller,Corporate,New York City,New York,United States,10035.0,US,East,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.7966,1.89,Medium
41713,36090,US-2012-141684,29-06-2012,04-07-2012,Standard Class,MM-18055,Michelle Moray,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",24.96,4,0.0,11.232,1.88,Medium
41714,37389,CA-2014-100111,21-09-2014,27-09-2014,Standard Class,SV-20365,Seth Vernon,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",38.52,9,0.0,18.1044,1.88,Medium
41755,35270,CA-2013-167556,30-03-2013,03-04-2013,Standard Class,JM-15250,Janet Martin,Consumer,New York City,New York,United States,10009.0,US,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5,0.2,9.3125,1.87,Medium
41757,37008,US-2012-160857,08-05-2012,15-05-2012,Standard Class,NW-18400,Natalie Webber,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,19.44,3,0.0,9.3312,1.87,Medium
41805,32584,CA-2013-154711,23-11-2013,27-11-2013,Standard Class,TB-21355,Todd Boyes,Corporate,New York City,New York,United States,10009.0,US,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,11.1664,1.86,Medium
41849,32884,CA-2012-131338,09-08-2012,12-08-2012,First Class,NP-18325,Naresj Patel,Consumer,New York City,New York,United States,10024.0,US,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0.0,5.0055,1.85,Medium
41855,35776,CA-2011-147235,24-03-2011,28-03-2011,Standard Class,CD-11920,Carlos Daly,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,24.9,5,0.0,11.703,1.85,High
42027,39349,CA-2011-109904,14-07-2011,17-07-2011,Second Class,BF-10975,Barbara Fisher,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,17.94,3,0.0,4.485,1.81,Medium
42076,38404,CA-2013-109666,20-04-2013,27-04-2013,Standard Class,KM-16720,Kunst Miller,Consumer,New York City,New York,United States,10035.0,US,East,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,25.98,2,0.0,0.7794,1.8,Medium
42121,32265,CA-2014-135279,10-04-2014,12-04-2014,First Class,BS-11800,Bryan Spruell,Home Office,New York City,New York,United States,10011.0,US,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,8.64,3,0.0,4.2336,1.79,High
42129,36425,CA-2011-160766,14-09-2011,14-09-2011,Same Day,DM-13015,Darrin Martin,Consumer,New York City,New York,United States,10009.0,US,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,16.99,1,0.0,4.4174,1.79,High
42230,38621,US-2014-126053,06-12-2014,09-12-2014,First Class,CS-11950,Carlos Soltero,Consumer,New York City,New York,United States,10024.0,US,East,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,9.45,3,0.0,4.536,1.77,Medium
42277,33244,CA-2014-157987,03-09-2014,07-09-2014,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,United States,10009.0,US,East,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2,0.0,3.462,1.76,High
42337,32466,CA-2014-145226,09-12-2014,11-12-2014,Second Class,DL-13315,Delfina Latchford,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,3,0.0,9.3312,1.75,Medium
42339,34322,CA-2012-164441,08-11-2012,13-11-2012,Standard Class,AC-10450,Amy Cox,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,3,0.0,8.073,1.75,Medium
42437,35388,CA-2013-161473,02-04-2013,06-04-2013,Standard Class,TB-21175,Thomas Boland,Corporate,New York City,New York,United States,10035.0,US,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644,1.73,High
42446,40987,CA-2014-140536,05-04-2014,06-04-2014,First Class,TA-21385,Tom Ashbrook,Home Office,New York City,New York,United States,10035.0,US,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,4,0.0,2.0416,1.73,Medium
42524,32219,CA-2012-111164,11-04-2012,15-04-2012,Standard Class,SE-20110,Sanjit Engle,Consumer,New York City,New York,United States,10009.0,US,East,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,1,0.0,10.5552,1.71,Medium
42532,37740,CA-2013-101161,14-10-2013,21-10-2013,Standard Class,BW-11110,Bart Watters,Corporate,New York City,New York,United States,10024.0,US,East,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,24.9,5,0.0,11.454,1.71,Low
42578,40321,CA-2013-102127,27-06-2013,03-07-2013,Standard Class,VP-21760,Victoria Pisteka,Corporate,New York City,New York,United States,10035.0,US,East,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,20.97,3,0.0,9.0171,1.7,Medium
42664,38327,CA-2013-145548,12-11-2013,17-11-2013,Standard Class,EB-13750,Edward Becker,Corporate,New York City,New York,United States,10011.0,US,East,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36.0,2,0.0,6.48,1.68,Medium
42666,38850,CA-2011-140396,20-11-2011,25-11-2011,Standard Class,KH-16330,Katharine Harms,Corporate,New York City,New York,United States,10024.0,US,East,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,25.92,4,0.0,12.4416,1.68,Medium
42763,32339,CA-2013-102981,07-09-2013,10-09-2013,Second Class,MO-17500,Mary O'Rourke,Consumer,New York City,New York,United States,10035.0,US,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,3,0.2,90.294,1.66,Medium
42767,36247,CA-2013-125815,29-10-2013,02-11-2013,Second Class,DL-13330,Denise Leinenbach,Consumer,New York City,New York,United States,10009.0,US,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,12.42,3,0.0,5.2164,1.66,High
42768,37754,CA-2011-110065,05-08-2011,11-08-2011,Standard Class,SP-20650,Stephanie Phelps,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,7,0.0,7.0224,1.66,Medium
42810,32503,CA-2013-137050,15-07-2013,19-07-2013,Second Class,SW-20755,Steven Ward,Corporate,New York City,New York,United States,10009.0,US,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,0.0,3.363,1.65,Medium
42812,34679,CA-2012-130659,04-12-2012,09-12-2012,Second Class,MS-17365,Maribeth Schnelling,Consumer,New York City,New York,United States,10035.0,US,East,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3,0.0,8.7906,1.65,Medium
42816,36199,CA-2014-110884,08-03-2014,13-03-2014,Standard Class,SH-20395,Shahid Hopkins,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,25.92,6,0.2,9.072,1.65,Medium
42866,35344,US-2012-166520,16-07-2012,19-07-2012,First Class,KE-16420,Katrina Edelman,Corporate,New York City,New York,United States,10035.0,US,East,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,80.88,3,0.0,39.6312,1.64,Medium
42901,32999,CA-2012-114069,13-07-2012,15-07-2012,Second Class,ND-18370,Natalie DeCherney,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10000349,Office Supplies,Paper,Staples,9.96,2,0.0,4.6812,1.63,Critical
42902,33382,CA-2013-140501,24-06-2013,29-06-2013,Standard Class,IM-15070,Irene Maddox,Consumer,New York City,New York,United States,10009.0,US,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,18.45,5,0.0,8.6715,1.63,Medium
42909,40070,CA-2012-132276,23-02-2012,28-02-2012,Standard Class,LC-16960,Lindsay Castell,Home Office,New York City,New York,United States,10024.0,US,East,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,26.88,6,0.0,6.72,1.63,Medium
43000,32261,CA-2014-135279,10-04-2014,12-04-2014,First Class,BS-11800,Bryan Spruell,Home Office,New York City,New York,United States,10011.0,US,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82,2,0.0,4.8118,1.61,High
43006,40475,CA-2013-166618,15-11-2013,19-11-2013,Standard Class,DP-13000,Darren Powers,Consumer,New York City,New York,United States,10035.0,US,East,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,23.65,1,0.0,6.149,1.61,Medium
43153,41184,CA-2014-169607,13-10-2014,16-10-2014,First Class,CA-12265,Christina Anderson,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,9.96,2,0.0,4.6812,1.58,High
43154,41236,CA-2013-169824,13-12-2013,18-12-2013,Standard Class,NS-18640,Noel Staavos,Corporate,New York City,New York,United States,10009.0,US,East,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,35.52,4,0.0,9.9456,1.58,Medium
43192,35479,US-2014-136868,07-10-2014,13-10-2014,Standard Class,CR-12820,Cyra Reiten,Home Office,New York City,New York,United States,10035.0,US,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,3,0.0,7.668,1.57,Medium
43194,38045,CA-2014-100230,12-12-2014,16-12-2014,Standard Class,AA-10375,Allen Armold,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,17.94,3,0.0,8.073,1.57,High
43235,33249,CA-2014-157987,03-09-2014,07-09-2014,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,United States,10009.0,US,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0.0,9.072,1.56,High
43350,31977,CA-2013-164511,20-11-2013,25-11-2013,Standard Class,DJ-13630,Doug Jacobs,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644,1.54,High
43358,36304,CA-2012-169796,09-11-2012,14-11-2012,Standard Class,Dp-13240,Dean percer,Home Office,New York City,New York,United States,10035.0,US,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0.0,3.0498,1.54,High
43465,36629,CA-2013-123120,05-09-2013,09-09-2013,Standard Class,CV-12295,Christina VanderZanden,Consumer,New York City,New York,United States,10011.0,US,East,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,22.72,4,0.0,6.5888,1.52,Medium
43468,37279,CA-2013-114895,22-11-2013,29-11-2013,Standard Class,MV-18190,Mike Vittorini,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,12.96,2,0.0,6.3504,1.52,Low
43518,33450,CA-2013-117282,15-07-2013,19-07-2013,Standard Class,DR-12880,Dan Reichenbach,Corporate,New York City,New York,United States,10009.0,US,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16,2,0.2,5.133,1.51,Medium
43524,38415,CA-2014-104906,14-02-2014,18-02-2014,Standard Class,JP-15460,Jennifer Patt,Corporate,New York City,New York,United States,10009.0,US,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,17.94,3,0.0,8.7906,1.51,Medium
43560,35577,CA-2011-166989,14-11-2011,18-11-2011,Standard Class,RM-19675,Robert Marley,Home Office,New York City,New York,United States,10011.0,US,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,0.0,5.2256,1.5,High
43614,36126,CA-2013-152408,16-05-2013,22-05-2013,Standard Class,TT-21220,Thomas Thornton,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,13.776,3,0.2,4.4772,1.49,Medium
43931,38606,CA-2014-112172,11-06-2014,15-06-2014,Second Class,MM-18280,Muhammed MacIntyre,Corporate,New York City,New York,United States,10024.0,US,East,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,14.13,3,0.0,0.7065,1.43,Medium
43982,40768,CA-2014-102925,06-11-2014,11-11-2014,Second Class,CD-12280,Christina DeMoss,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,11.424,1,0.2,3.7128,1.42,Medium
44032,37693,CA-2013-129126,15-12-2013,20-12-2013,Standard Class,PK-19075,Pete Kriz,Consumer,New York City,New York,United States,10011.0,US,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2,0.2,7.803,1.41,Medium
44077,33429,CA-2012-156524,20-11-2012,26-11-2012,Standard Class,DL-12865,Dan Lawera,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,0.0,9.039,1.4,Medium
44086,38911,CA-2012-113740,24-08-2012,28-08-2012,Second Class,SC-20380,Shahid Collister,Consumer,New York City,New York,United States,10035.0,US,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,3,0.0,4.6221,1.4,Medium
44126,32154,CA-2011-125612,03-08-2011,08-08-2011,Standard Class,BK-11260,Berenike Kampe,Consumer,New York City,New York,United States,10035.0,US,East,OFF-ST-10003221,Office Supplies,Storage,Staples,21.36,2,0.0,5.7672,1.39,Medium
44127,33246,CA-2014-157987,03-09-2014,07-09-2014,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,1,0.0,3.7642,1.39,High
44136,37690,CA-2013-129126,15-12-2013,20-12-2013,Standard Class,PK-19075,Pete Kriz,Consumer,New York City,New York,United States,10011.0,US,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,6,0.0,10.5252,1.39,Medium
44188,40905,CA-2014-117128,06-12-2014,09-12-2014,Second Class,BF-11080,Bart Folk,Consumer,New York City,New York,United States,10024.0,US,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,11.07,3,0.0,5.2029,1.38,High
44296,35404,CA-2012-105599,07-09-2012,07-09-2012,Same Day,MC-17275,Marc Crier,Consumer,New York City,New York,United States,10011.0,US,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,13.96,2,0.0,0.2792,1.36,Medium
44355,33016,CA-2013-169943,20-05-2013,25-05-2013,Standard Class,BN-11515,Bradley Nguyen,Consumer,New York City,New York,United States,10011.0,US,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,0.0,12.3256,1.35,Medium
44356,33935,CA-2014-108441,13-06-2014,19-06-2014,Standard Class,SB-20170,Sarah Bern,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.128,3,0.2,4.2666,1.35,Medium
44360,37392,CA-2014-100111,21-09-2014,27-09-2014,Standard Class,SV-20365,Seth Vernon,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",13.76,2,0.0,6.3296,1.35,Medium
44419,33898,CA-2013-165848,05-06-2013,05-06-2013,Same Day,EN-13780,Edward Nazzal,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10000349,Office Supplies,Paper,Staples,14.94,3,0.0,7.0218,1.34,High
44425,40705,CA-2014-162789,23-09-2014,25-09-2014,Second Class,LC-17140,Logan Currie,Consumer,New York City,New York,United States,10035.0,US,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,12.07,1,0.0,3.9831,1.34,High
44466,35766,CA-2014-168641,25-11-2014,02-12-2014,Standard Class,KA-16525,Kelly Andreada,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,12.96,2,0.0,6.2208,1.33,Low
44474,40831,CA-2013-116596,28-10-2013,01-11-2013,Standard Class,BW-11200,Ben Wallace,Consumer,New York City,New York,United States,10011.0,US,East,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,33.48,2,0.0,1.3392,1.33,Medium
44530,39082,US-2011-111353,29-11-2011,06-12-2011,Standard Class,PB-19150,Philip Brown,Consumer,New York City,New York,United States,10009.0,US,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,25.06,2,0.0,11.7782,1.32,Medium
44578,38766,CA-2011-138100,15-09-2011,20-09-2011,Standard Class,AA-10315,Alex Avila,Consumer,New York City,New York,United States,10011.0,US,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56,2,0.0,6.2608,1.31,Medium
44622,33017,CA-2013-169943,20-05-2013,25-05-2013,Standard Class,BN-11515,Bradley Nguyen,Consumer,New York City,New York,United States,10011.0,US,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,47.744,4,0.2,14.92,1.3,Medium
44630,35118,CA-2014-141873,10-10-2014,15-10-2014,Standard Class,HG-14845,Harry Greene,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",18.98,2,0.0,8.9206,1.3,Medium
44639,38531,CA-2013-137337,09-03-2013,13-03-2013,Standard Class,GB-14575,Giulietta Baptist,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,12.96,2,0.0,6.3504,1.3,High
44739,32538,CA-2013-128727,30-08-2013,05-09-2013,Standard Class,MO-17800,Meg O'Connel,Home Office,New York City,New York,United States,10024.0,US,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,4,0.0,5.5,1.28,Medium
44743,37394,CA-2014-100111,21-09-2014,27-09-2014,Standard Class,SV-20365,Seth Vernon,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,3,0.2,3.9771,1.28,Medium
44866,38072,CA-2012-105361,29-03-2012,04-04-2012,Standard Class,CM-12115,Chad McGuire,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",17.64,4,0.0,8.1144,1.26,Medium
44871,39562,CA-2011-131800,30-12-2011,04-01-2012,Standard Class,AJ-10960,Astrea Jones,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",35.448,7,0.2,12.8499,1.26,Medium
44875,40890,CA-2014-108931,15-09-2014,20-09-2014,Standard Class,HZ-14950,Henia Zydlo,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,8.56,2,0.0,3.852,1.26,High
44925,41164,US-2012-116981,26-03-2012,28-03-2012,Second Class,SM-20950,Suzanne McNair,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,13.11,3,0.0,3.4086,1.25,Medium
45013,32263,CA-2014-135279,10-04-2014,12-04-2014,First Class,BS-11800,Bryan Spruell,Home Office,New York City,New York,United States,10011.0,US,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,12.96,2,0.0,6.2208,1.23,High
45018,35210,CA-2014-148068,19-09-2014,26-09-2014,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,New York City,New York,United States,10035.0,US,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,9.82,2,0.0,3.2406,1.23,Low
45024,37414,US-2013-113677,14-11-2013,20-11-2013,Standard Class,CM-12655,Corinna Mitchell,Home Office,New York City,New York,United States,10011.0,US,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,14.94,3,0.0,6.8724,1.23,Medium
45030,40770,CA-2014-102925,06-11-2014,11-11-2014,Second Class,CD-12280,Christina DeMoss,Consumer,New York City,New York,United States,10024.0,US,East,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",101.4,5,0.0,38.532,1.23,Medium
45072,32505,CA-2013-137050,15-07-2013,19-07-2013,Second Class,SW-20755,Steven Ward,Corporate,New York City,New York,United States,10009.0,US,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.07,7,0.0,6.8943,1.22,Medium
45193,36904,CA-2014-105193,26-03-2014,01-04-2014,Standard Class,JL-15835,John Lee,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,11.05,5,0.0,2.9835,1.2,Low
45201,39627,CA-2014-113572,08-11-2014,12-11-2014,Standard Class,FP-14320,Frank Preis,Consumer,New York City,New York,United States,10024.0,US,East,TEC-AC-10002370,Technology,Accessories,Maxell CD-R Discs,7.88,4,0.0,2.5216,1.2,High
45202,39907,CA-2011-151946,04-06-2011,09-06-2011,Standard Class,BT-11440,Bobby Trafton,Consumer,New York City,New York,United States,10035.0,US,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0.0,6.7008,1.2,Medium
45311,33884,CA-2014-131695,01-07-2014,07-07-2014,Standard Class,RA-19285,Ralph Arnett,Consumer,New York City,New York,United States,10024.0,US,East,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",22.23,1,0.0,9.7812,1.18,Medium
45429,35237,CA-2014-117863,19-05-2014,24-05-2014,Standard Class,TS-21340,Toby Swindell,Consumer,New York City,New York,United States,10024.0,US,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56,2,0.0,6.2608,1.16,Medium
45432,36515,CA-2014-167080,11-06-2014,15-06-2014,Standard Class,LC-16930,Linda Cazamias,Corporate,New York City,New York,United States,10011.0,US,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,8.4,5,0.0,4.2,1.16,High
45442,40954,CA-2011-156160,22-09-2011,29-09-2011,Standard Class,AS-10090,Adam Shillingsburg,Consumer,New York City,New York,United States,10035.0,US,East,OFF-AR-10003876,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,4,0.0,5.7376,1.16,Medium
45498,40765,CA-2014-102925,06-11-2014,11-11-2014,Second Class,CD-12280,Christina DeMoss,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,12.96,2,0.0,6.2208,1.15,Medium
45616,40627,US-2012-153283,12-11-2012,18-11-2012,Standard Class,EB-14110,Eugene Barchas,Consumer,New York City,New York,United States,10035.0,US,East,OFF-EN-10001539,Office Supplies,Envelopes,Staples,15.56,2,0.0,7.3132,1.13,Medium
45651,32055,CA-2014-117240,24-07-2014,29-07-2014,Standard Class,CP-12340,Christine Phan,Corporate,New York City,New York,United States,10009.0,US,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.128,3,0.2,4.2666,1.12,Medium
45653,34475,CA-2014-105235,06-12-2014,12-12-2014,Standard Class,SM-20950,Suzanne McNair,Corporate,New York City,New York,United States,10011.0,US,East,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0.0,6.0726,1.12,Medium
45704,31868,CA-2014-164826,29-12-2014,05-01-2015,Standard Class,JF-15415,Jennifer Ferguson,Consumer,New York City,New York,United States,10024.0,US,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,13.96,4,0.0,6.4216,1.11,Low
45707,32916,US-2013-118780,11-09-2013,15-09-2013,Second Class,PN-18775,Parhena Norris,Home Office,New York City,New York,United States,10011.0,US,East,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,1,0.0,3.0774,1.11,High
45772,38278,CA-2011-146990,07-11-2011,08-11-2011,First Class,BP-11095,Bart Pistole,Corporate,New York City,New York,United States,10024.0,US,East,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18,3,0.0,13.8828,1.1,Medium
45930,32803,CA-2014-154935,25-12-2014,30-12-2014,Standard Class,AR-10540,Andy Reiter,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",17.88,3,0.2,5.5875,1.07,Medium
45940,38044,CA-2014-100230,12-12-2014,16-12-2014,Standard Class,AA-10375,Allen Armold,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,14.952,1,0.2,5.0463,1.07,High
45995,33477,CA-2013-128818,08-05-2013,12-05-2013,Standard Class,CJ-12010,Caroline Jumper,Consumer,New York City,New York,United States,10009.0,US,East,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,44.4,3,0.0,22.2,1.06,Medium
